end_c,end_r,flipped_head_c,flipped_head_r
60.41474060369585,-1.5970324744558313,15.670518792608306,3.1940649489116626
43.73835627224976,52.223932661626726,1.023287455500487,38.066853302508385
40.43832763647604,91.29540428383751,-1.3766552729520782,107.9239100580866
42.0604019410526,157.6526011304006,10.379196117894786,125.6947977391988
95.78500502012231,-8.6068955875838,58.929989959755375,17.2137911751676
100.73460693620706,49.8422570834653,61.030786127585884,71.02259261425655
99.24185462967003,112.38830199587376,124.84471786540634,149.39496888350607
146.95083575407637,34.50008057098563,147.09832849184727,79.49983885802874
152.2067195857888,33.567340585731316,136.58656082842242,-8.634681171462635
111.13626613052247,36.191268114569446,154.22746773895506,23.224065488659093
109.91176399951269,16.45002839186797,153.67647200097463,5.978622872704115
146.3462122767639,-7.485745280530619,148.30757544647219,37.47149056106124
49.10708989363179,4.224232317238695,92.28582021273644,-8.44846463447739
39.52573531584532,55.83575301912722,84.44852936830938,58.47062958547724
79.44659389668307,100.09370200392753,38.45605461155104,118.66183839706211
81.30963266815638,151.86142725825923,123.88073466368724,137.27714548348155
146.95083575407637,34.50008057098563,147.09832849184727,79.49983885802874
99.24185462966982,112.38830199587397,124.84471786540612,149.3949688835063
100.73460693620706,49.842257083464986,61.030786127585884,71.02259261425624
95.78500502012231,-8.6068955875838,58.929989959755375,17.2137911751676
147.73720840029262,120.51812682691053,145.52558319941477,165.46374634617894
157.25037125360555,121.32264468628634,115.9992574927889,139.30445809573314
156.08815955633216,109.74452790427611,115.32368088733568,128.80383741026122
150.23611796951187,128.1467587024366,140.52776406097627,84.2064825951268
-9.268216289739135,129.29407337634518,18.53643257947827,93.91185324730964
2.379917410608897,133.96848843634137,30.56859230352838,98.89145025206344
2.5159149160124983,134.35052068042208,47.468170167975,132.27814335898452
1.5418189102437712,145.88070625568656,46.41636217951246,149.23858748862688
